FunctionalArea,RoleID,RoleName,Lvl,CourseNo,LMSCode,CourseTitle,DeliveryMethod,CourseID,DurationHours,DurationLonghand
Business Intelligence,BI.39,BI:RT Power User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.39,BI:RT Power User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.39,BI:RT Power User,3,3126,LMS-1289,xx,xx,xx,,
Business Intelligence,BI.54,BI:CS SD Basic User,3,3126,LMS-1335,xx,xx,xx,,
Business Intelligence,BI.54,BI:CS SD Basic User,3,3126,LMS-1336,xx,xx,xx,,
Business Intelligence,BI.54,BI:CS SD Basic User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.54,BI:CS SD Basic User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.54,BI:CS SD Basic User,3,3126,LMS-1289,xx,xx,xx,,
Business Intelligence,BI.55,BI:CS SD Analytic User,3,3126,LMS-1335,xx,xx,xx,,
Business Intelligence,BI.55,BI:CS SD Analytic User,3,3126,LMS-1336,xx,xx,xx,,
Business Intelligence,BI.55,BI:CS SD Analytic User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.55,BI:CS SD Analytic User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.55,BI:CS SD Analytic User,3,3126,LMS-1289,xx,xx,xx,,
Business Intelligence,BI.56,BI:CS SD Power User,3,3126,LMS-1335,xx,xx,xx,,
Business Intelligence,BI.56,BI:CS SD Power User,3,3126,LMS-1336,xx,xx,xx,,
Business Intelligence,BI.56,BI:CS SD Power User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.56,BI:CS SD Power User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.56,BI:CS SD Power User,3,3126,LMS-1289,xx,xx,xx,,
Business Intelligence,BI.57,BI:FI TR-IM Basic User,3,3126,LMS-1335,xx,xx,xx,,
Business Intelligence,BI.57,BI:FI TR-IM Basic User,3,3126,LMS-1336,xx,xx,xx,,
Business Intelligence,BI.57,BI:FI TR-IM Basic User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.57,BI:FI TR-IM Basic User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.57,BI:FI TR-IM Basic User,3,3126,LMS-1289,xx,xx,xx,,
Business Intelligence,BI.58,BI:FI TR-BA Basic User,3,3126,LMS-1335,xx,xx,xx,,
Business Intelligence,BI.58,BI:FI TR-BA Basic User,3,3126,LMS-1336,xx,xx,xx,,
Business Intelligence,BI.58,BI:FI TR-BA Basic User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.58,BI:FI TR-BA Basic User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.58,BI:FI TR-BA Basic User,3,3126,LMS-1289,xx,xx,xx,,
Business Intelligence,BI.61,BI:FI TR-PS Basic User,3,3126,LMS-1335,xx,xx,xx,,
Business Intelligence,BI.61,BI:FI TR-PS Basic User,3,3126,LMS-1336,xx,xx,xx,,
Business Intelligence,BI.61,BI:FI TR-PS Basic User,3,3126,LMS-1354,xx,xx,xx,,
Business Intelligence,BI.61,BI:FI TR-PS Basic User,3,3126,LMS-1356,xx,xx,xx,,
Business Intelligence,BI.61,BI:FI TR-PS Basic User,3,3126,LMS-1289,xx,xx,xx,,
Business Partner,BP.02,BP Maintainer Third Party - Bank Data,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Business Partner,BP.02,BP Maintainer Third Party - Bank Data,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Business Partner,BP.02,BP Maintainer Third Party - Bank Data,1,105,LMS-1339,Umoja Cash Management and Treasury Overview,CBT,FI105,2,2 hours
Business Partner,BP.02,BP Maintainer Third Party - Bank Data,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Business Partner,BP.02,BP Maintainer Third Party - Bank Data,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Business Partner,BP.02,BP Maintainer Third Party - Bank Data,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,1,105,LMS-1339,Umoja Cash Management and Treasury Overview,CBT,FI105,2,2 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Business Partner,BP.04,BP Maintainer Commercial - Bank Data,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Business Partner,BP.06,BP Maintainer Individual - Bank Data,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Business Partner,BP.06,BP Maintainer Individual - Bank Data,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Business Partner,BP.06,BP Maintainer Individual - Bank Data,1,105,LMS-1339,Umoja Cash Management and Treasury Overview,CBT,FI105,2,2 hours
Business Partner,BP.06,BP Maintainer Individual - Bank Data,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Business Partner,BP.06,BP Maintainer Individual - Bank Data,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Business Partner,BP.06,BP Maintainer Individual - Bank Data,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Business Partner,BP.11,BP Approver Global - Bank Data,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Business Partner,BP.11,BP Approver Global - Bank Data,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Business Partner,BP.11,BP Approver Global - Bank Data,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Business Partner,BP.11,BP Approver Global - Bank Data,1,105,LMS-1339,Umoja Cash Management and Treasury Overview,CBT,FI105,2,2 hours
Business Partner,BP.11,BP Approver Global - Bank Data,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Business Partner,BP.11,BP Approver Global - Bank Data,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Business Partner,BP.11,BP Approver Global - Bank Data,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Business Partner,BP.11,BP Approver Global - Bank Data,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Accounting,FA.01,FA User (GL),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.01,FA User (GL),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.01,FA User (GL),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.01,FA User (GL),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.01,FA User (GL),3,308,LMS-1304,Umoja General Ledger Process,ILT,FI308,7,1 day
Financial Accounting,FA.01,FA User (GL),3,371,LMS-1947,Umoja Bank Reconciliation ,ILT,FI371,7,1 day
Financial Accounting,FA.02,FA User (AP),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.02,FA User (AP),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.02,FA User (AP),1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.02,FA User (AP),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.02,FA User (AP),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.02,FA User (AP),3,321,LMS-1323,Umoja Accounts Payable Process,ILT,FI321,14,2 days
Financial Accounting,FA.03,FA User (AR),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.03,FA User (AR),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.03,FA User (AR),1,115,LMS-1349,Umoja Accounts Receivable Overview,CBT,FI115,2,2 hours
Financial Accounting,FA.03,FA User (AR),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.03,FA User (AR),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.03,FA User (AR),3,330,LMS-1330,Umoja Accounts Receivable Process,ILT,FI330,14,2 days
Financial Accounting,FA.03,FA User (AR),3,371,LMS-1947,Umoja Bank Reconciliation ,ILT,FI371,7,1 day
Financial Accounting,FA.04,FA Petty Cash Imprest User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.04,FA Petty Cash Imprest User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.04,FA Petty Cash Imprest User,1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.04,FA Petty Cash Imprest User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.04,FA Petty Cash Imprest User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.04,FA Petty Cash Imprest User,3,321,LMS-1323,Umoja Accounts Payable Process,ILT,FI321,14,2 days
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),1,115,LMS-1349,Umoja Accounts Receivable Overview,CBT,FI115,2,2 hours
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),3,308,LMS-1304,Umoja General Ledger Process,ILT,FI308,7,1 day
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),3,321,LMS-1323,Umoja Accounts Payable Process,ILT,FI321,14,2 days
Financial Accounting,FA.05,FA Senior User (GL/AP/AR/CO),3,330,LMS-1330,Umoja Accounts Receivable Process,ILT,FI330,14,2 days
Financial Accounting,FA.06,FA Approver (GL),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.06,FA Approver (GL),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.06,FA Approver (GL),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.06,FA Approver (GL),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.06,FA Approver (GL),2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Accounting,FA.06,FA Approver (GL),3,308,LMS-1304,Umoja General Ledger Process,ILT,FI308,7,1 day
Financial Accounting,FA.07,FA Approver (AP),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.07,FA Approver (AP),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.07,FA Approver (AP),1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.07,FA Approver (AP),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.07,FA Approver (AP),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.07,FA Approver (AP),2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Accounting,FA.07,FA Approver (AP),3,321,LMS-1323,Umoja Accounts Payable Process,ILT,FI321,14,2 days
Financial Accounting,FA.08,FA Approver (AR),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.08,FA Approver (AR),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.08,FA Approver (AR),1,115,LMS-1349,Umoja Accounts Receivable Overview,CBT,FI115,2,2 hours
Financial Accounting,FA.08,FA Approver (AR),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.08,FA Approver (AR),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.08,FA Approver (AR),2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Accounting,FA.08,FA Approver (AR),3,330,LMS-1330,Umoja Accounts Receivable Process,ILT,FI330,14,2 days
Financial Accounting,FA.13,FA Month End User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.13,FA Month End User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.13,FA Month End User,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Accounting,FA.13,FA Month End User,1,108,LMS-1342,Umoja Cost and Management Accounting Overview,CBT,FI108,2,2 hours
Financial Accounting,FA.13,FA Month End User,1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.13,FA Month End User,1,115,LMS-1349,Umoja Accounts Receivable Overview,CBT,FI115,2,2 hours
Financial Accounting,FA.13,FA Month End User,1,118,LMS-1352,Umoja Asset Accounting Overview,CBT,FI118,2,2 hours
Financial Accounting,FA.13,FA Month End User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.13,FA Month End User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.13,FA Month End User,3,314,LMS-1308,Umoja Cost and Management Accounting Process,ILT,FI314,17.5,2.5 days
Financial Accounting,FA.15,FA Asset Accounting User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.15,FA Asset Accounting User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.15,FA Asset Accounting User,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Accounting,FA.15,FA Asset Accounting User,1,108,LMS-1342,Umoja Cost and Management Accounting Overview,CBT,FI108,2,2 hours
Financial Accounting,FA.15,FA Asset Accounting User,1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.15,FA Asset Accounting User,1,115,LMS-1349,Umoja Accounts Receivable Overview,CBT,FI115,2,2 hours
Financial Accounting,FA.15,FA Asset Accounting User,1,118,LMS-1352,Umoja Asset Accounting Overview,CBT,FI118,2,2 hours
Financial Accounting,FA.15,FA Asset Accounting User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.15,FA Asset Accounting User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.15,FA Asset Accounting User,3,314,LMS-1308,Umoja Cost and Management Accounting Process,ILT,FI314,17.5,2.5 days
Financial Accounting,FA.15,FA Asset Accounting User,3,332,LMS-1332,Umoja Fixed Asset Accounting Process,ILT,FI332,7,1 day
Financial Accounting,FA.15,FA Asset Accounting User,3,370,LMS-1946,Umoja Assets Under Construction,ILT,PJ370,21,3 days
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,108,LMS-1342,Umoja Cost and Management Accounting Overview,CBT,FI108,2,2 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,113,LMS-1347,Umoja Accounts Payable Overview,CBT,FI113,2,2 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,115,LMS-1349,Umoja Accounts Receivable Overview,CBT,FI115,2,2 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,1,118,LMS-1352,Umoja Asset Accounting Overview,CBT,FI118,2,2 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Accounting,FA.16,FA Asset Accounting Senior User,3,314,LMS-1308,Umoja Cost and Management Accounting Process,ILT,FI314,17.5,2.5 days
Financial Accounting,FA.16,FA Asset Accounting Senior User,3,332,LMS-1332,Umoja Fixed Asset Accounting Process,ILT,FI332,7,1 day
Financial Accounting,FA.16,FA Asset Accounting Senior User,3,370,LMS-1946,Umoja Assets Under Construction,ILT,PJ370,21,3 days
Financial Management,FM.01,FM Budget Officer User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.01,FM Budget Officer User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.01,FM Budget Officer User,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Management,FM.01,FM Budget Officer User,1,108,LMS-1342,Umoja Cost and Management Accounting Overview,CBT,FI108,2,2 hours
Financial Management,FM.01,FM Budget Officer User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.01,FM Budget Officer User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.01,FM Budget Officer User,3,309,LMS-1303,Umoja Budget Distribution,ILT,FI309,10.5,1.5 days
,FM.01,FM Budget Officer User,3,310,LMS-1564,Umoja Budget Implementation,ILT,FI310,10.5,1.5 days
Financial Management,FM.02,FM Budget Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.02,FM Budget Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.02,FM Budget Approver,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Management,FM.02,FM Budget Approver,1,108,LMS-1342,Umoja Cost and Management Accounting Overview,CBT,FI108,2,2 hours
Financial Management,FM.02,FM Budget Approver,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.02,FM Budget Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.02,FM Budget Approver,3,309,LMS-1303,Umoja Budget Distribution,ILT,FI309,10.5,1.5 days
,FM.02,FM Budget Approver,3,310,LMS-1564,Umoja Budget Implementation,ILT,FI310,10.5,1.5 days
Financial Management,FM.03,FM Accounting Office User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.03,FM Accounting Office User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.03,FM Accounting Office User,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Management,FM.03,FM Accounting Office User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.03,FM Accounting Office User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.03,FM Accounting Office User,3,309,LMS-1303,Umoja Budget Distribution,ILT,FI309,10.5,1.5 days
,FM.03,FM Accounting Office User,3,310,LMS-1564,Umoja Budget Implementation,ILT,FI310,10.5,1.5 days
Financial Management,FM.06,FM Funds Commitment Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.06,FM Funds Commitment Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.06,FM Funds Commitment Approver,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Management,FM.06,FM Funds Commitment Approver,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.06,FM Funds Commitment Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
,FM.06,FM Funds Commitment Approver,3,310,LMS-1564,Umoja Budget Implementation,ILT,FI310,10.5,1.5 days
Financial Management,FM.07,FM Earmarked Funds Documents Certifier,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.07,FM Earmarked Funds Documents Certifier,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.07,FM Earmarked Funds Documents Certifier,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Financial Management,FM.07,FM Earmarked Funds Documents Certifier,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.07,FM Earmarked Funds Documents Certifier,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
,FM.07,FM Earmarked Funds Documents Certifier,3,310,LMS-1564,Umoja Budget Implementation,ILT,FI310,10.5,1.5 days
Financial Management,FM.08,GM Account User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.08,GM Account User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.08,GM Account User,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.08,GM Account User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.08,GM Account User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.08,GM Account User,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.08,GM Account User,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.08,GM Account User,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.08,GM Account User,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Financial Management,FM.08,GM Account User,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Financial Management,FM.09,GM Account Creator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.09,GM Account Creator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.09,GM Account Creator,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.09,GM Account Creator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.09,GM Account Creator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.09,GM Account Creator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.09,GM Account Creator,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.09,GM Account Creator,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.09,GM Account Creator,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Financial Management,FM.09,GM Account Creator,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Financial Management,FM.10,GM Account Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.10,GM Account Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.10,GM Account Approver,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.10,GM Account Approver,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.10,GM Account Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.10,GM Account Approver,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.10,GM Account Approver,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.10,GM Account Approver,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.10,GM Account Approver,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Financial Management,FM.10,GM Account Approver,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Financial Management,FM.13,GM Budget User Unreleased,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Financial Management,FM.13,GM Budget User Unreleased,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Financial Management,FM.13,GM Budget User Unreleased,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Financial Management,FM.13,GM Budget User Unreleased,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Financial Management,FM.13,GM Budget User Unreleased,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Financial Management,FM.13,GM Budget User Unreleased,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Financial Management,FM.13,GM Budget User Unreleased,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Financial Management,FM.13,GM Budget User Unreleased,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Financial Management,FM.13,GM Budget User Unreleased,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
