CDOMAIN,CDOMAINDESCR,CLMS,CDESCRIPTION,CLOCATION,CDATE,NOOFPARTICIPANTS
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,26/09/2013,10
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,02/10/2013,18
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,23/10/2013,6
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,04/11/2013,13
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,07/02/2014,15
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,18/02/2014,35
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,05/03/2014,5
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,06/03/2014,5
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,19/03/2014,20
GP,Grants & Project Management,LMS-1306,Umoja Grants Management Process - Framework I,Umoja,20/05/2015,38
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,ECA,12/05/2016,16
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,ECLAC,02/11/2015,10
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,ESCAP,03/12/2014,36
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,ESCAP,28/09/2016,23
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,ESCWA,12/10/2015,20
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,30/04/2015,17
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,02/09/2015,24
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,14/09/2015,12
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,19/10/2015,11
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,28/10/2015,9
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,03/11/2015,14
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Geneva Learning Environment,05/11/2015,18
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,MINUSMA,21/02/2014,39
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,MINUSMA,12/03/2014,1
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,22/05/2015,22
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,26/10/2015,19
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,04/12/2015,32
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,18/01/2016,11
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,08/02/2016,17
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,04/04/2016,7
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,19/08/2016,1
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,New York,19/09/2016,15
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNAMI,10/03/2014,6
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,03/11/2014,50
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,11/05/2015,63
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,12/05/2015,20
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,19/05/2015,109
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,25/05/2015,14
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,26/05/2015,10
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,18/11/2015,9
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,15/02/2016,35
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,21/02/2016,5
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,29/02/2016,30
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,14/03/2016,27
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,04/04/2016,5
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNON,17/05/2016,3
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,05/07/2015,29
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,28/09/2015,63
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,12/10/2015,88
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,04/05/2016,24
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,19/05/2016,27
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,15/09/2016,26
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,14/11/2016,23
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,UNOV,30/01/2017,24
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,20/11/2013,7
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,02/12/2013,3
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,17/12/2013,4
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,29/01/2014,9
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,04/03/2014,11
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,13/03/2014,6
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,15/04/2014,5
GP,Grants & Project Management,LMS-1307,Umoja Project Management Process,Umoja,20/05/2015,38
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,ECLAC,02/11/2015,10
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,ESCAP,27/09/2016,23
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,ESCWA,07/10/2015,20
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,04/12/2014,36
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,28/04/2015,17
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,02/09/2015,24
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,14/09/2015,15
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,19/10/2015,11
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,28/10/2015,9
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,29/10/2015,20
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,30/10/2015,22
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Geneva Learning Environment,06/11/2015,14
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,27/05/2015,22
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,26/10/2015,19
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,04/12/2015,34
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,18/01/2016,11
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,08/02/2016,17
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,04/04/2016,7
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,19/08/2016,1
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,New York,19/09/2016,15
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,03/11/2014,52
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,08/04/2015,24
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,11/05/2015,39
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,12/05/2015,20
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,18/05/2015,66
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,19/05/2015,43
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,25/05/2015,14
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,26/05/2015,10
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,17/11/2015,9
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,15/02/2016,36
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,21/02/2016,5
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,29/02/2016,30
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,14/03/2016,29
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,04/04/2016,5
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNON,17/05/2016,3
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,06/07/2015,29
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,28/09/2015,63
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,12/10/2015,70
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,20/10/2015,17
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,25/04/2016,27
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,12/05/2016,27
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,15/09/2016,26
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,14/11/2016,23
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,UNOV,30/01/2017,24
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,04/10/2013,18
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,24/10/2013,7
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,05/11/2013,15
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,10/02/2014,17
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,19/02/2014,34
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,20/03/2014,21
GP,Grants & Project Management,LMS-1571,Umoja Grants Management Process - Framework II,Umoja,20/05/2015,38
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ECA,28/11/2016,16
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ECLAC,02/11/2015,10
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ESCAP,28/09/2016,23
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ESCWA,15/10/2015,20
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,Geneva Learning Environment,01/05/2015,17
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,Geneva Learning Environment,02/09/2015,24
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,Geneva Learning Environment,14/09/2015,15
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,Geneva Learning Environment,19/10/2015,11
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,Geneva Learning Environment,28/10/2015,9
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,28/05/2015,23
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,26/10/2015,19
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,04/12/2015,34
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,18/01/2016,11
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,08/02/2016,17
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,04/04/2016,7
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,19/08/2016,1
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,New York,19/09/2016,15
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,11/05/2015,39
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,12/05/2015,45
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,19/05/2015,43
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,20/05/2015,66
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,25/05/2015,14
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,26/05/2015,10
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,19/11/2015,9
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,15/02/2016,35
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,21/02/2016,5
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,29/02/2016,30
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,14/03/2016,27
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,04/04/2016,5
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNON,17/05/2016,3
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,14/07/2015,27
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,28/09/2015,64
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,12/10/2015,71
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,26/10/2015,17
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,03/05/2016,24
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,17/05/2016,27
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,15/09/2016,27
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,14/11/2016,23
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,UNOV,30/01/2017,24
GP,Grants & Project Management,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,Umoja,20/05/2015,45
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,BNUB,24/07/2015,27
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECA,21/10/2015,11
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECA,28/10/2015,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECA,16/02/2016,21
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECA,12/04/2016,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECA,06/09/2016,8
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECA,10/01/2017,5
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,05/10/2015,7
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,09/10/2015,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,19/10/2015,21
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,28/10/2015,23
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,02/11/2015,8
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,07/12/2015,21
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,09/12/2015,9
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,10/12/2015,30
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,18/01/2016,6
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,25/01/2016,7
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,11/04/2016,5
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ECLAC,06/06/2016,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,20/04/2015,36
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,22/04/2015,34
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,15/10/2015,5
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,12/11/2015,7
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,30/11/2015,6
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,22/03/2016,5
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,24/08/2016,2
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,23/11/2016,6
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,30/11/2016,18
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCAP,31/01/2017,6
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCWA,12/10/2015,14
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCWA,15/10/2015,10
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCWA,26/10/2015,19
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ESCWA,02/11/2015,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,18/05/2015,27
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,08/09/2015,12
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,21/09/2015,14
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,05/10/2015,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,07/10/2015,24
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,12/10/2015,30
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,14/10/2015,14
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,20/10/2015,31
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,26/10/2015,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,28/10/2015,66
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,29/10/2015,4
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,02/11/2015,19
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,04/11/2015,30
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,06/11/2015,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,10/11/2015,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,12/11/2015,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,16/11/2015,12
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,25/11/2015,11
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,30/11/2015,11
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,02/12/2015,11
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,02/02/2016,9
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,10/02/2016,7
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,16/02/2016,4
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,08/03/2016,4
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,14/03/2016,12
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,19/04/2016,11
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,25/04/2016,8
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,Geneva Learning Environment,16/12/2016,24
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSCA,24/07/2015,18
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSCA,30/07/2015,12
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,18/02/2014,9
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,24/02/2014,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,27/02/2014,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,28/02/2014,5
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,20/03/2014,4
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,10/04/2014,7
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,14/04/2014,3
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,22/04/2014,4
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,03/07/2014,10
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,16/09/2014,2
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,09/10/2014,6
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,12/12/2014,2
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MINUSMA,05/05/2015,8
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MONUSCO,19/02/2014,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,MONUSCO,11/03/2014,23
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,06/07/2015,16
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,05/10/2015,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,26/10/2015,20
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,28/10/2015,29
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,02/11/2015,19
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,04/11/2015,18
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,30/11/2015,23
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,12/01/2016,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,18/01/2016,18
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,24/02/2016,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,14/03/2016,15
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,10/10/2016,9
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,26/10/2016,14
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,05/12/2016,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,25/01/2017,19
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,08/02/2017,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,New York,20/02/2017,1
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNAMID,02/11/2013,4
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNAMID,21/11/2013,8
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNAMID,23/02/2014,8
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNAMID,10/04/2014,7
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNAMID,14/04/2014,5
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNAMID,04/08/2014,21
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,27/04/2015,20
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,04/05/2015,26
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,08/06/2015,23
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,24/09/2015,33
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,01/10/2015,9
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,05/10/2015,13
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,22/10/2015,14
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,02/11/2015,9
HR,Human Resources Administration,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,UNON,03/11/2015,12
