Activity,Employee Index Number
LMS-2183-16,688797
LMS-2183-16,593412
LMS-1929-1,410192
LMS-1929-1,38847
LMS-1355-1,38847
LMS-1570-1,410192
LMS-2183-16,967067
LMS-2183-16,291696
LMS-2183-16,518061
LMS-2183-16,340746
LMS-2183-16,378369
LMS-2001-1,333262
LMS-1888-5,284173
LMS-1336-1,306754
LMS-2000-1,175694
LMS-2001-1,138736
LMS-2182-4,929212
LMS-1335-5,405117
LMS-1344-2,906967
LMS-2182-4,868553
LMS-2182-4,792710
LMS-1714-2,111184
LMS-1714-2,19107
LMS-1335-5,531522
LMS-1714-2,531522
LMS-1356-1,561106
LMS-1355-1,10007289
LMS-1714-2,604625
LMS-2001-1,158040
LMS-1335-5,
LMS-1336-1,
LMS-2175-2,999378
LMS-2175-2,558571
LMS-2000-1,387895
LMS-2001-1,616307
LMS-1624-1,
LMS-1344-2,576531
LMS-1737-1,805860
LMS-1355-1,576531
LMS-1335-5,711122
LMS-1888-5,283132
LMS-2000-1,283132
LMS-1888-5,651522
LMS-1996-4,482549
LMS-2002-1,525200
LMS-1335-5,910332
LMS-1356-1,345613
LMS-1336-1,910332
LMS-1354-2,910332
LMS-1443-3,676084
LMS-1714-2,10007234
LMS-2182-6,986696
LMS-1335-5,19803
LMS-2182-6,967337
LMS-1339-1,10007254
LMS-1340-1,10007287
LMS-1335-5,902429
LMS-1356-1,694592
LMS-1999-2,836963
LMS-1888-5,902429
LMS-1714-2,714571
LMS-1347-1,465099
LMS-1335-5,565112
LMS-1737-2,44108
LMS-1354-2,900356
LMS-1737-2,66738
LMS-2003-1,159622
LMS-1714-2,415946
LMS-1888-5,415946
LMS-2004-1,159622
LMS-2001-1,492836
LMS-2004-1,492836
LMS-1335-5,492836
LMS-1888-5,962661
LMS-1335-5,874353
LMS-1342-1,642874
LMS-1714-2,225112
LMS-1335-5,620513
LMS-1714-2,460383
LMS-2000-1,446242
LMS-1888-5,732615
LMS-1356-1,10006793
LMS-1356-1,90076
LMS-2001-1,214028
LMS-1714-2,670107
LMS-1335-5,356595
LMS-1888-5,580431
LMS-2000-1,226609
LMS-1715-1,1007396
LMS-1888-5,311551
LMS-1888-5,722212
LMS-1327-40,207634
LMS-1338-1,918787
LMS-1354-2,76093
LMS-1997-2,215222
LMS-2000-1,467427
LMS-1737-2,766584
LMS-1888-5,419959
LMS-1999-2,522745
LMS-1888-5,696103
LMS-1354-2,708757
LMS-2001-1,749544
LMS-1339-1,10007287
LMS-2001-1,467427
LMS-1888-5,236015
LMS-2002-1,467427
LMS-2002-1,220041
LMS-1354-2,52118
LMS-1354-2,711652
LMS-1714-2,796233
LMS-1336-1,904257
LMS-1888-5,904257
LMS-2013-14,69796
LMS-1335-5,461106
LMS-1336-1,827786
LMS-1564-165,517835
LMS-1564-165,758701
LMS-1564-165,331724
LMS-1564-165,408543
LMS-1564-165,389031
LMS-1714-2,238294
LMS-2000-1,220041
LMS-1714-2,297066
LMS-1335-5,297066
LMS-1443-3,864035
LMS-1996-7,766584
LMS-1888-5,103084
LMS-1570-1,864035
LMS-2175-2,929309
LMS-1888-5,514429
LMS-1335-5,986539
LMS-1714-2,986539
LMS-1335-5,638355
LMS-1356-1,539073
LMS-2002-1,356595
LMS-1999-2,946045
LMS-1327-40,211897
LMS-1997-2,211897
LMS-1888-5,628709
LMS-2002-1,592529
LMS-1355-1,330168
LMS-1888-5,356595
LMS-2002-1,294532
LMS-1996-7,58589
LMS-2199-1,792780
LMS-1354-2,724837
LMS-2001-1,359974
LMS-2000-1,201144
LMS-1355-1,984576
LMS-1335-5,204497
LMS-2004-1,703204
LMS-1996-7,270012
LMS-1714-2,284034
LMS-1356-1,816127
LMS-1335-5,796208
LMS-1996-7,577335
LMS-1999-2,340097
LMS-1737-2,577335
LMS-1443-3,340097
LMS-1715-1,764806
LMS-1714-2,1006556
LMS-1714-2,983833
LMS-1996-7,571523
LMS-1347-1,341487
LMS-1714-2,1891
LMS-1335-5,813464
LMS-1714-2,901983
LMS-1888-5,775816
LMS-1335-5,773024
LMS-1714-2,469960
LMS-1335-5,450948
LMS-2003-1,608278
LMS-2004-1,608278
LMS-1354-2,549473
LMS-1335-5,51686
LMS-1714-2,195664
LMS-1335-5,844576
LMS-1335-5,765277
LMS-1997-2,732364
LMS-1714-2,765277
LMS-1714-2,69147
LMS-2000-1,223667
LMS-1999-2,935593
LMS-1335-5,69147
LMS-1997-2,58589
LMS-1338-1,546648
LMS-2003-1,174572
LMS-1888-5,69147
LMS-1732-1,989340
LMS-1737-2,438495
LMS-2003-1,809872
LMS-1356-1,36157
LMS-1715-1,36157
LMS-1342-1,335877
LMS-1888-5,438495
LMS-1998-2,244454
LMS-1999-2,110092
LMS-1336-1,743395
LMS-1714-2,890744
LMS-1336-1,664382
LMS-1355-1,664382
LMS-1356-1,472215
LMS-1564-153,822735
LMS-1564-153,459505
LMS-1564-153,812658
LMS-1564-153,655669
LMS-1564-153,328113
LMS-1564-153,655311
LMS-1306-38,352608
LMS-1999-2,62869
LMS-1888-5,62869
LMS-1996-7,779569
LMS-1984-22,673646
LMS-1338-1,155133
LMS-1999-2,913422
LMS-1984-22,601192
LMS-2002-1,83134
LMS-1984-22,961887
LMS-1996-7,10007120
LMS-1997-2,10007120
LMS-1320-306,17507
LMS-1320-306,368922
LMS-1997-2,83134
LMS-1714-2,888335
LMS-1335-5,580678
LMS-1714-2,83134
LMS-1338-1,10007287
LMS-2000-1,536525
LMS-2004-1,83134
LMS-1335-5,83134
LMS-1714-2,830473
LMS-1997-2,518808
LMS-1320-307,5038
LMS-1320-307,48219
LMS-1320-307,668180
LMS-1320-307,53069
LMS-1320-307,636398
LMS-1356-1,554866
LMS-2000-1,10007127
LMS-1996-7,563414
LMS-1957-14,
LMS-1957-14,408543
LMS-2003-1,678109
LMS-1998-2,678191
LMS-1996-7,711081
LMS-1997-2,711081
LMS-1335-5,884723
LMS-1714-2,884723
LMS-1888-5,884723
LMS-1335-5,660023
LMS-1320-304,479853
LMS-1336-1,159173
LMS-1443-3,996221
LMS-2001-1,759964
LMS-1335-5,759964
LMS-1335-5,935346
LMS-1888-5,881710
LMS-2073-13,157768
LMS-1737-2,613536
LMS-2073-15,950312
LMS-2073-15,73258
LMS-1335-5,979191
LMS-1888-5,749808
LMS-2002-1,359195
LMS-1888-5,469370
LMS-1999-2,692524
LMS-1714-2,469370
LMS-2073-17,485900
LMS-2002-1,759039
LMS-2003-1,359195
LMS-2073-19,558988
LMS-1888-5,75436
LMS-1996-7,550860
LMS-1888-5,359195
LMS-1888-5,918624
LMS-1737-2,484274
LMS-1999-2,566946
LMS-1728-19,453424
LMS-1728-19,73338
LMS-2001-1,283417
LMS-2004-1,283417
LMS-1335-5,316175
LMS-2002-1,318621
LMS-1737-2,67350
LMS-2002-1,80777
LMS-1356-1,84152
LMS-1888-5,280073
LMS-1338-1,10007270
LMS-1355-1,10007062
LMS-1335-5,229159
LMS-1996-7,162436
LMS-1335-5,523468
LMS-1356-1,523468
LMS-2002-1,29495
LMS-1714-2,29495
LMS-1345-1,84152
LMS-1737-2,793959
LMS-1335-5,537052
LMS-1487-32,84152
LMS-1356-1,172734
LMS-1335-5,414647
LMS-1737-2,376646
LMS-1737-1,602679
LMS-1910-1,927830
LMS-1910-1,646985
LMS-1910-1,832933
LMS-1737-1,441022
LMS-1888-2,95554
LMS-1356-1,984259
LMS-1338-1,398070
LMS-1335-4,663071
LMS-1900-1,147571
LMS-1900-1,840731
LMS-1346-1,689572
LMS-1348-1,689572
LMS-1900-1,682020
LMS-1900-1,446441
LMS-1903-1,876496
LMS-1903-1,100309
LMS-1901-1,304593
LMS-1901-1,992938
LMS-1901-1,394429
LMS-1901-1,307857
LMS-1901-1,694913
LMS-1901-1,409938
LMS-1901-1,217736
LMS-1901-1,78562
LMS-1901-1,133238
LMS-1901-1,548684
LMS-1901-1,105348
LMS-1901-1,110956
LMS-1901-1,368618
LMS-1901-1,915362
LMS-1901-1,386344
LMS-1901-1,466046
LMS-1902-1,67441
LMS-1902-1,687661
LMS-1910-1,614208
LMS-1902-1,544597
LMS-1902-1,811801
LMS-1902-1,467681
LMS-1902-1,534436
LMS-1902-1,985766
LMS-1902-1,159273
LMS-1902-1,295516
LMS-1902-1,303603
LMS-1902-1,592619
LMS-1902-1,796559
LMS-1902-1,725845
LMS-1902-1,453487
LMS-1902-1,386344
LMS-1902-1,906486
LMS-1902-1,494738
LMS-1902-1,846401
LMS-1902-1,136590
LMS-2003-1,533394
LMS-1996-7,84152
LMS-1931-34,341260
LMS-1775-2,460383
LMS-1931-34,519042
LMS-1931-34,249227
LMS-1931-34,953333
LMS-1996-7,118461
LMS-1888-5,724837
LMS-1997-2,118461
LMS-1998-2,118461
LMS-1999-2,118461
LMS-2002-1,244620
LMS-1931-34,526612
LMS-1996-7,702932
LMS-1931-34,551533
LMS-1998-2,91845
LMS-2002-1,582570
LMS-1335-5,701704
LMS-1996-7,753252
LMS-1714-2,46985
LMS-1355-1,272899
LMS-1340-1,10007274
LMS-2073-31,790778
LMS-2073-31,128702
LMS-2073-31,308263
LMS-2073-31,882948
LMS-1888-5,417326
LMS-2002-1,721901
LMS-2004-1,721901
LMS-1336-1,624360
LMS-1888-5,721901
LMS-2014-28,314195
LMS-1335-5,115976
LMS-2182-6,806641
LMS-2182-6,115684
LMS-2182-6,572051
LMS-1354-2,55730
LMS-1336-1,879020
LMS-1355-1,55730
LMS-1335-5,654367
LMS-1984-26,400655
LMS-1984-26,576531
LMS-1570-1,432006
LMS-2183-21,110732
LMS-2183-21,421763
LMS-2183-21,52082
LMS-2183-21,752621
LMS-2183-21,951551
LMS-1335-5,247997
LMS-1714-2,247997
LMS-2002-1,247997
LMS-1888-5,247997
LMS-2002-1,13798
LMS-2001-1,442390
LMS-1335-5,87063
LMS-2000-1,546496
LMS-1775-2,745802
LMS-1336-1,660533
LMS-1336-1,299225
LMS-1354-2,660533
LMS-2001-1,546496
LMS-1336-1,745802
LMS-1336-1,389063
LMS-2001-1,991885
LMS-2000-1,991885
LMS-1354-2,980957
LMS-1336-1,980957
LMS-2000-1,924417
LMS-2001-1,924417
LMS-2001-1,32570
LMS-1888-5,980957
LMS-1320-231,567672
LMS-1715-1,389063
LMS-1929-1,881242
LMS-1355-1,881242
LMS-1938-10,282953
LMS-1938-10,882684
LMS-2001-1,400513
LMS-2003-1,32570
LMS-1715-1,
LMS-1888-5,400513
LMS-1714-2,400513
LMS-1344-2,
LMS-1356-1,
LMS-2003-1,327359
LMS-1888-5,
LMS-1335-5,666513
LMS-1327-18,529005
LMS-1355-1,486634
LMS-1354-2,11201
LMS-1996-7,376646
LMS-1714-2,414562
LMS-1714-2,55982
LMS-1714-2,628923
LMS-2001-1,945890
LMS-1564-163,824397
LMS-1564-163,508992
LMS-1564-163,696897
LMS-1564-163,750654
LMS-1564-163,
LMS-1354-2,681952
LMS-1737-2,215590
LMS-1340-1,501982
LMS-1335-5,175400
LMS-1564-181,840180
LMS-1564-181,48219
LMS-1564-181,481903
LMS-1564-181,461966
LMS-1335-5,815132
LMS-1335-5,681952
LMS-2014-29,21937
LMS-1984-18,21937
LMS-2001-1,774211
LMS-1356-1,963346
LMS-1354-2,421954
LMS-1335-5,124997
LMS-1714-1,817457
LMS-1336-1,817457
LMS-1335-4,878793
LMS-1335-4,344261
LMS-1888-2,71378
LMS-1354-2,198177
LMS-1335-4,761296
LMS-1356-1,198177
LMS-1737-1,177587
LMS-1910-1,177587
LMS-1737-1,498630
LMS-1335-4,832684
LMS-1910-1,498630
LMS-1338-1,629102
LMS-1336-1,300025
LMS-1910-1,761296
LMS-1910-1,105348
LMS-1910-1,822735
LMS-1737-1,852577
LMS-1335-4,7089
LMS-1910-1,101073
LMS-1807-3,731627
LMS-1910-1,737068
LMS-1888-2,574969
LMS-2000-1,432084
LMS-2014-29,128224
LMS-2000-1,347291
LMS-2002-1,432084
LMS-2003-1,
LMS-2004-1,955067
LMS-1336-1,
LMS-1714-2,443355
LMS-1335-5,
LMS-1354-2,
LMS-1344-2,626673
LMS-1336-1,823490
LMS-1335-5,597587
LMS-2000-1,437542
LMS-2001-1,590500
LMS-1335-5,949899
LMS-2002-1,437542
LMS-2003-1,437542
LMS-1345-1,10006932
LMS-2003-1,841622
LMS-1714-2,437542
LMS-1888-5,437542
LMS-2000-1,709936
LMS-1997-2,127276
LMS-2000-1,475984
LMS-1356-1,10006932
LMS-2002-1,969635
LMS-1888-5,963346
LMS-1888-5,969635
LMS-2002-1,906705
LMS-1888-5,906705
LMS-1714-2,408021
LMS-1345-1,211581
LMS-1957-15,570481
LMS-1957-15,741834
LMS-1957-15,518808
LMS-2000-1,368922
LMS-1957-15,203431
LMS-1356-1,448403
LMS-1571-49,857268
LMS-1715-1,517357
LMS-2000-1,428302
LMS-1888-5,237595
LMS-1714-2,514025
LMS-2001-1,674082
LMS-2000-1,237595
LMS-2004-1,312305
LMS-1344-2,448251
LMS-1714-2,413563
LMS-2002-1,674082
LMS-2183-21,786450
LMS-1443-3,440747
LMS-2183-21,407370
LMS-2183-21,600063
LMS-2183-21,103847
LMS-2183-21,377284
LMS-1998-2,159975
LMS-1335-5,438668
LMS-2014-28,31027
LMS-2014-28,368445
LMS-1888-5,508116
LMS-2183-22,191733
LMS-2183-22,963346
LMS-2183-22,269673
LMS-2183-22,95859
LMS-2183-22,493004
LMS-2183-22,641799
LMS-2183-22,230114
LMS-2183-22,959905
LMS-2183-22,224179
LMS-2014-28,577335
LMS-1714-2,565116
LMS-2183-22,536836
LMS-2183-22,277671
LMS-2183-22,283009
LMS-2183-22,598118
LMS-2183-22,812546
LMS-2183-22,46679
LMS-2183-22,741729
LMS-2183-22,293551
LMS-2183-22,378369
LMS-2183-22,792710
LMS-2183-22,46327
LMS-2183-22,35517
LMS-2183-22,118750
LMS-2183-22,37108
LMS-1984-32,561106
LMS-1737-2,624360
LMS-1984-32,999815
LMS-2000-1,649692
LMS-1984-32,440104
LMS-2001-1,649692
LMS-1714-2,239207
LMS-1888-5,239207
LMS-2000-1,239207
LMS-1984-32,724889
LMS-1356-1,272899
LMS-1888-5,198908
LMS-2002-1,816482
LMS-2004-1,816482
LMS-1289-2,569811
LMS-1335-5,105738
LMS-1984-33,133603
LMS-1888-5,911271
LMS-1336-1,877536
LMS-1335-5,233339
LMS-2183-23,110161
LMS-1737-2,911271
LMS-1335-5,2368
LMS-2183-23,294438
LMS-2183-23,856640
LMS-2183-23,561106
LMS-2183-23,
LMS-1345-1,816040
LMS-1714-2,14805
LMS-1335-5,452888
LMS-1335-5,610666
LMS-1714-2,452888
LMS-1888-5,452888
LMS-2183-23,739728
LMS-1335-5,433397
LMS-2183-23,508752
LMS-1999-2,792710
LMS-1888-5,721721
LMS-1355-1,603082
LMS-1354-2,205040
LMS-1335-5,238294
LMS-2000-1,890733
LMS-1714-2,769350
LMS-1888-5,216345
LMS-1984-32,940633
LMS-1714-2,112347
LMS-1714-2,170443
LMS-2003-1,771670
LMS-1303-187,676973
LMS-1303-187,408643
LMS-1303-187,69005
LMS-1303-187,409702
LMS-1303-187,291696
LMS-1335-5,430736
LMS-1714-2,659566
LMS-1888-5,844576
LMS-1564-167,826556
LMS-1564-167,522083
LMS-1564-167,920053
LMS-1564-167,193902
LMS-1564-167,566946
LMS-1564-167,289379
LMS-1564-167,967738
LMS-1564-167,25410
LMS-1714-2,427539
LMS-1345-1,
LMS-1996-7,676084
LMS-1529-171,30134
LMS-1335-5,249847
LMS-1354-2,10007124
LMS-1529-171,560938
LMS-1888-5,682495
LMS-1529-171,871087
LMS-1354-2,845051
LMS-1714-2,944368
LMS-2000-1,313958
LMS-2002-1,313958
LMS-1714-2,366532
LMS-1888-5,431919
LMS-1888-5,231484
LMS-2073-35,425656
LMS-2073-35,448251
LMS-1354-2,595761
LMS-1888-5,121093
LMS-1564-169,642874
LMS-1715-1,595761
LMS-1997-2,125467
LMS-1996-7,149398
LMS-1344-2,513935
LMS-1935-21,488233
LMS-1935-21,68930
LMS-1335-5,966679
LMS-1345-1,513935
LMS-1939-15,876914
LMS-1939-15,488233
LMS-1336-1,438545
LMS-1487-32,513935
LMS-1320-320,359176
LMS-1335-5,794864
LMS-1303-199,501152
LMS-1303-199,83610
LMS-1303-199,697301
LMS-1888-5,105738
LMS-2002-1,620033
LMS-1529-167,215998
LMS-1714-2,17507
LMS-1345-1,873881
LMS-1529-167,620107
LMS-2004-1,769350
LMS-2001-1,566095
LMS-1344-2,439393
LMS-1529-167,785973
LMS-1737-2,390124
LMS-1714-2,610666
LMS-1564-138,343429
LMS-1564-138,83610
LMS-1529-167,321118
LMS-1714-2,491395
LMS-2168-74,508879
LMS-2168-74,133607
LMS-2168-74,339596
LMS-2168-74,72950
LMS-2168-74,54691
LMS-1999-2,621027
LMS-1714-2,477298
LMS-1997-2,827744
LMS-1998-2,133872
LMS-2001-1,308262
LMS-1335-5,783075
LMS-1714-2,150492
LMS-1356-1,640377
LMS-1356-1,173386
LMS-1344-2,524958
LMS-1354-2,814809
LMS-1332-67,216364
LMS-1336-1,643026
LMS-1714-2,321420
LMS-2001-1,643026
LMS-1737-2,91845
LMS-1888-5,241856
LMS-1335-5,491526
LMS-1888-5,368329
LMS-1999-2,824397
LMS-1929-1,915021
LMS-1888-5,165093
LMS-1336-1,563491
LMS-1443-3,560979
LMS-1714-2,289233
LMS-1996-7,278486
LMS-1356-1,10007287
LMS-2000-1,605053
LMS-1355-1,915021
LMS-1335-5,313969
LMS-1737-2,499209
LMS-1888-5,554291
LMS-1775-2,625844
LMS-1996-7,878793
LMS-2001-1,499516
LMS-2000-1,499516
LMS-2004-1,499516
LMS-1354-2,137493
LMS-1714-2,534898
LMS-1355-1,678191
LMS-2004-1,701441
LMS-1888-5,82492
LMS-1356-1,936746
LMS-1888-5,739708
LMS-2000-1,565116
LMS-1997-2,824397
LMS-1999-2,408502
LMS-1714-2,216903
LMS-1920-1,10006482
LMS-1354-2,678740
LMS-1997-2,144153
LMS-1336-1,857268
LMS-1335-5,495900
LMS-1999-2,144153
LMS-1354-2,41198
LMS-1355-1,10007065
LMS-1303-198,349036
LMS-1745-2,8070
LMS-1714-2,839526
LMS-2000-1,368329
LMS-1745-2,438465
LMS-2002-1,836182
LMS-1999-2,590993
LMS-2002-1,368329
LMS-1888-5,674779
LMS-2073-21,458096
LMS-2003-1,291769
LMS-1888-5,836182
LMS-2073-21,788824
LMS-1335-5,554505
LMS-1352-1,185860
LMS-1345-1,599029
LMS-1714-2,986379
LMS-1714-2,357569
LMS-1327-18,424842
LMS-1354-2,489103
LMS-1996-1,185860
LMS-2002-1,422523
LMS-2003-1,422523
LMS-1344-2,96757
LMS-1443-3,96757
LMS-1336-1,519638
LMS-1355-1,762447
LMS-1325-106,274173
LMS-1325-106,853028
LMS-1325-106,829112
LMS-1328-106,853028
LMS-1328-106,180173
LMS-1328-106,961290
LMS-1328-106,559984
LMS-2012-6,388510
LMS-2012-8,945474
LMS-1888-5,430921
LMS-1984-14,581280
LMS-1984-14,683389
LMS-1984-14,572936
LMS-2013-8,203501
LMS-1355-1,239999
LMS-1998-1,592619
LMS-1326-2,592619
LMS-1356-1,178277
LMS-1344-2,178277
LMS-1714-2,943796
LMS-1920-1,25702
LMS-1714-2,919207
LMS-1335-5,161134
LMS-1714-2,359638
LMS-1335-5,620685
LMS-1714-2,854417
LMS-1888-5,641499
LMS-1714-2,610842
LMS-2002-1,139421
LMS-1714-2,682075
LMS-1335-5,592187
LMS-1714-2,485807
LMS-1356-1,25702
LMS-1714-2,25702
LMS-1336-1,205662
LMS-1354-2,848015
LMS-1888-5,745287
LMS-1714-2,439769
LMS-1714-2,890477
LMS-1888-5,38763
LMS-1714-2,745506
LMS-1335-5,928521
LMS-1888-5,839526
LMS-1624-1,864035
LMS-1888-5,590835
LMS-1356-1,581290
LMS-1888-5,216903
LMS-1998-2,607205
LMS-2002-1,261550
LMS-1443-3,996177
LMS-1570-1,500101
LMS-2182-5,566666
LMS-1737-2,563491
LMS-1356-1,550552
LMS-2182-5,33879
LMS-2182-5,33674
LMS-1714-2,872349
LMS-2182-5,871487
LMS-2000-1,872349
LMS-2182-5,673646
LMS-2182-5,133603
LMS-1888-5,317039
LMS-1737-2,201436
LMS-1996-7,667719
LMS-1714-2,317039
LMS-1714-2,251790
LMS-2004-1,317039
LMS-1737-2,317039
LMS-1888-5,409666
LMS-2182-5,785234
LMS-1354-2,748477
LMS-1714-2,748477
LMS-2002-1,426463
LMS-2003-1,226468
LMS-1999-2,66651
LMS-1997-2,261550
LMS-2004-1,617514
LMS-1737-2,667719
LMS-1335-5,74478
LMS-1335-5,734274
LMS-2001-1,548919
LMS-1888-5,734274
LMS-1888-5,794562
LMS-1888-5,55014
LMS-1354-2,176532
LMS-2000-1,821636
LMS-1714-2,465099
LMS-1338-1,465099
LMS-2003-1,666310
LMS-1999-2,667719
LMS-1715-1,742248
LMS-1999-2,364037
LMS-2000-1,41221
LMS-1335-5,28658
LMS-1888-5,287393
LMS-1999-2,29838
LMS-1354-2,646384
LMS-2202-9,209055
LMS-1996-7,112378
LMS-1714-2,147959
LMS-1327-40,826298
LMS-2202-1,732820
LMS-1356-1,437600
LMS-1335-5,279608
LMS-2202-1,4561
LMS-2202-5,776313
LMS-2001-1,844482
LMS-1531-123,878793
LMS-2002-1,366526
LMS-2004-1,366526
LMS-1355-1,349679
LMS-2193-58,407735
LMS-2193-53,415825
LMS-1570-1,840782
LMS-1335-5,10007269
LMS-2000-1,235003
LMS-1304-122,318561
LMS-1304-122,661173
LMS-2193-44,683605
LMS-2193-44,55922
LMS-2193-44,636398
LMS-2002-1,605428
LMS-1327-40,868120
LMS-2193-45,91729
LMS-2193-45,631159
LMS-2193-45,17507
LMS-2193-45,520887
LMS-2193-45,176287
LMS-1336-1,959091
LMS-1356-1,959091
LMS-1997-2,381108
LMS-1336-1,677672
LMS-1336-1,668629
LMS-1340-1,677672
LMS-1355-1,677672
LMS-1714-2,548539
LMS-2001-1,304152
LMS-1714-2,422564
LMS-1487-32,449773
LMS-1997-2,737711
LMS-1998-2,737711
LMS-1938-25,505913
LMS-1938-25,795758
LMS-1938-25,818093
LMS-1998-2,381108
LMS-2000-1,665861
LMS-2002-1,665861
LMS-1929-1,382169
LMS-1714-2,438668
LMS-1335-5,275297
LMS-1714-2,665861
LMS-1714-2,275297
LMS-1336-1,866006
LMS-1715-1,274463
LMS-1888-5,987668
LMS-1714-2,549774
LMS-1728-11,403432
LMS-1714-2,491174
LMS-1336-1,683643
LMS-1335-5,853307
LMS-2000-1,195567
LMS-1529-125,618237
LMS-2168-83,488351
LMS-2168-83,760264
LMS-1737-2,38847
LMS-1888-5,880068
LMS-2202-11,390404
LMS-2168-83,448800
LMS-2182-8,500101
LMS-2182-8,408643
LMS-2182-8,991047
LMS-2182-8,771501
LMS-1996-7,339476
LMS-2001-1,880794
LMS-2182-8,501880
LMS-2182-8,107426
LMS-2202-1,708292
LMS-2168-83,368975
LMS-2168-83,135774
LMS-2168-83,877846
LMS-1737-1,603507
LMS-1354-2,90096
LMS-1346-1,90096
LMS-1336-1,90096
LMS-1335-4,173633
LMS-1737-1,199915
LMS-1348-1,173633
LMS-1356-1,418285
LMS-1354-2,418285
LMS-1745-2,932662
LMS-1345-1,851688
LMS-1344-2,663814
LMS-1307-15,736666
LMS-1335-4,663547
LMS-1346-1,490484
LMS-1336-1,490484
LMS-1745-2,985999
LMS-1888-5,516256
LMS-1714-2,515505
LMS-1714-2,863951
LMS-2073-34,563030
LMS-2073-34,577335
LMS-2073-34,737045
LMS-2073-34,921808
LMS-2073-34,368445
LMS-2073-34,29838
LMS-2073-34,462000
LMS-2073-33,495962
LMS-2073-33,317178
LMS-2073-33,608679
LMS-1920-1,377992
LMS-1344-2,940633
LMS-1355-1,940633
LMS-1354-2,92299
LMS-2202-3,422203
LMS-2202-11,471909
LMS-1888-5,661784
LMS-1667-1,8882
LMS-2168-76,641116
LMS-1997-2,293698
LMS-2168-76,436565
LMS-1335-5,762769
LMS-2202-2,603115
LMS-1996-7,206424
LMS-1714-2,188328
LMS-1335-5,766139
LMS-1714-2,227257
LMS-2003-1,815543
LMS-2109-2,90236
LMS-2109-2,737233
LMS-1888-5,489286
LMS-2110-3,613094
LMS-2110-3,767234
LMS-2110-3,908394
LMS-2110-3,873986
LMS-2110-3,78228
LMS-2110-3,248014
LMS-2168-80,782453
LMS-2168-80,328507
LMS-2175-1,450530
LMS-2175-2,450530
LMS-1888-5,150384
LMS-2202-4,474239
LMS-2168-80,871339
LMS-2156-3,612343
LMS-2156-3,862435
LMS-2156-3,32936
LMS-2156-3,85021
LMS-2156-3,944719
LMS-2156-3,908394
LMS-2156-3,339335
LMS-2156-3,5656
LMS-2003-1,459321
LMS-1354-2,767566
LMS-1355-1,767566
LMS-1529-114,85426
LMS-1529-114,758701
LMS-1714-2,818093
LMS-1529-114,30319
LMS-1529-114,877022
LMS-1529-114,284028
LMS-1714-2,735995
LMS-1335-5,473734
LMS-1354-2,885441
LMS-1335-5,499514
LMS-1891-18,656934
LMS-1338-1,503344
LMS-2001-1,282973
LMS-1888-5,757831
LMS-1335-5,738064
LMS-1443-3,251075
LMS-2000-1,210810
LMS-1355-1,336475
LMS-1289-2,381108
LMS-1336-1,473734
LMS-1714-2,594295
LMS-1336-1,620822
LMS-1344-2,508992
LMS-2003-1,654315
LMS-1888-5,301023
LMS-2002-1,818100
LMS-1354-2,241629
LMS-1335-5,885441
LMS-1714-2,837301
LMS-1888-5,837301
LMS-1714-2,820515
LMS-1355-1,654899
LMS-1929-1,720809
LMS-2000-1,473734
LMS-1355-1,600440
LMS-1356-1,600440
LMS-1957-16,700937
LMS-2000-1,205357
LMS-2004-1,650608
LMS-1714-2,79082
LMS-2002-1,690223
LMS-1920-1,535734
LMS-1714-2,541125
LMS-2001-1,118878
LMS-2003-1,118878
LMS-2004-1,118878
LMS-2000-1,625149
LMS-2000-1,543630
LMS-1354-2,302230
LMS-1355-1,700411
LMS-1342-1,823943
LMS-1997-2,532726
LMS-2002-1,515505
LMS-1349-1,10002735
LMS-2140-5,767234
LMS-2140-5,464762
LMS-2140-5,68620
LMS-2140-5,703243
LMS-2140-5,684076
LMS-2140-5,767643
LMS-1342-1,216102
LMS-1888-5,134112
LMS-2140-5,418873
LMS-2140-5,628942
LMS-2140-5,228642
LMS-2140-5,1939
LMS-1354-2,73215
LMS-2168-77,506749
LMS-2168-77,755717
LMS-1354-2,583656
LMS-1443-3,369490
LMS-1347-1,662732
LMS-1529-158,487935
LMS-1529-158,753382
LMS-1529-158,190741
LMS-1354-2,134112
LMS-1737-2,134112
LMS-1354-2,316155
LMS-1356-1,531182
LMS-1737-2,316155
LMS-1354-2,818649
LMS-1354-2,616290
LMS-1737-2,616290
LMS-1715-1,709977
LMS-2000-1,818649
LMS-1920-1,385048
LMS-1714-2,275722
LMS-1356-1,61545
LMS-2175-2,47947
LMS-1487-32,273923
LMS-2004-1,206074
LMS-1714-2,607722
LMS-1999-2,90118
LMS-1342-1,215315
LMS-1335-5,414681
LMS-1714-2,376539
LMS-1997-2,411167
LMS-1356-1,605735
LMS-1996-7,68621
LMS-1999-2,68621
LMS-1344-2,10006554
LMS-2113-4,874521
LMS-2113-4,
LMS-1289-2,817174
LMS-1888-5,421483
LMS-2001-1,571905
LMS-1344-2,896728
LMS-1289-2,871487
LMS-1354-2,616303
LMS-2003-1,416379
LMS-2168-87,181367
LMS-1355-1,10007232
LMS-1354-2,370954
LMS-2002-1,629851
LMS-2003-1,629851
LMS-1888-5,305046
LMS-1715-1,474447
LMS-2175-1,10007275
LMS-2001-1,562097
LMS-2000-1,562097
LMS-2202-5,422084
LMS-2202-5,439693
LMS-1354-2,880645
